"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Ghana","GHA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gibraltar","GIB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109.648857268302","108.066836957516","109.026628910023","119.431457212669","123.59901850954","125.626342967539","120.654082912417","126.659657912097","127.548028051391","126.573058539632","123.820896001653","127.158326411226","143.980453070036","136.602224223793","116.211593571687","168.027201054784","185.743826117643","189.294440988662","189.159420957428","194.620197524529","198.965311960791","208.807531013043","212.357912997338","252.522845041131","237.125247983199","",
"Grenada","GRD","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.4806851423724","17.7517913078306","15.8312193134152","13.6225081203374","13.1619490409219","11.404999017517","11.2418328744629","11.3452176738095","11.2801678443371","13.4701885924417","16.9838230125753","20.2690233179284","18.692477319178","21.0384409661569","22.1444573926966","21.6021201382389","22.2347729614565","21.986997531652","20.383408037295","23.3939731993278","24.8169594138567","24.5639597782709","24.7007424112068","25.2099495623048","","","","","","","","","",
"Guam","GUM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.4858487916271","40.0818389185332","42.1661382677963","42.9378880131745","45.0844918050247","52.983573525858","54.0791540712256","54.0488628401007","55.8173084610791","55.0889083839247","53.0031760195281","62.6819455642454","64.7959532595487","67.1239994350272","67.9552830341964","68.0671707836369","66.3839413546892","66.2305793035835","73.3209198304384","85.7716107230717","91.8212417793589","97.9493439425957","101.086969325547","101.473965525983","105.408154197256","105.998688346717","108.130034780228","107.707950132276","108.414325073862","110.230848853429","132.425144730098","127.823631555532","",
"Hong Kong SAR, China","HKG","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","215.018993332685","258.058848546841","310.401237793529","305.838649916475","321.60925341027","337.711199022477","344.818415872701","327.346078920559","326.739840537261","344.957720014309","425.326614828611","494.748117041417","544.473936449678","578.298846751997","661.90291164838","706.312661614925","724.030954445731","706.089568749988","656.728950195547","633.155370343563","616.810914298716","745.995973944828","687.994131183989","",
"Haiti","HTI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.2275932588452","75.4756911822891","86.1135084926753","83.3187399925561","86.1138634345375","75.0099862333893","67.3168782599247","64.1630927590618","66.7855663040988","61.211424272436","59.3656932078682","59.014673687564","59.7633216206724","63.0079527489715","65.2271262545825","68.384987904701","69.1404922822707","72.6518520551822","81.1091689021467","81.2817151464614","90.562544900341","94.1475132059307","94.7331902055697","98.6713309160176","96.3973535639551","96.77762376685","91.9872247713716","86.5499043370654","83.3671584163564","96.0046852251424","86.9138955966622","",
"IBRD only","IBD","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.7414523316285","40.2756295663842","42.7093574260874","37.4975968521644","36.5705901605804","30.8043248823304","23.92314220907","72.4853185253111","55.2040876648634","45.2079671076106","","","32.2241265309989","29.7173962466428","","","","","34.2250282105616","29.997306381567","26.1661592780012","24.8651446692594","25.0344008432508","27.7819272178664","27.4216121994064","30.309126137804","31.366190714778","32.4290671189749","33.1394192425283","33.7291556226381","42.9017966486126","44.4039755758173","",
"IDA only","IDX","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.7832537948314","50.0100803583574","49.6809013594637","51.7598082886747","49.5942827032795","47.4916413020425","45.7233077028079","50.3654361263116","50.3192181732305","51.3529514384148","55.0042464956842","59.0179097968845","62.5527712950592","62.1900538962691","62.5929767433885","62.2265261005164","59.6667302759413","57.4975363893642","57.2922142809949","55.2564461120573","51.5919103004572","51.5565536600977","50.6780305516006","50.3118273627008","49.9009248748319","49.9647183856551","47.6337555915272","47.5836093800197","46.5224986659322","","","","",
"Not classified","INX","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.0093392067374","49.1418698376398","38.1417482560003","35.0071989183906","33.679933308379","32.3670959395784","30.8210771165543","30.7738802977087","27.0392688001995","26.9930293996537","46.6251650850734","66.62175035655","82.4916960784734","111.649073087596","129.722664783339","131.782112216955","121.208550434365","88.5571596492293","85.3325117162009","76.6478153567498","75.1841653082593","69.5359699529522","71.7395088441432","65.3989755304497","",
"Iran, Islamic Rep.","IRN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.3918908850844","29.4760678291372","35.8630061595051","27.438248367378","","","","",
"Iceland","ISL","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.9143656494847","31.315163289897","37.6488779059","43.0617549318278","44.1045034495658","46.3446576667931","45.6988349847291","68.4657175452873","63.1767029797765","59.1576793508091","58.2580205912156","60.284380518109","56.2994062359328","54.4446338318885","48.2797242905858","84.7176591672143","86.9818396994222","84.2624186949972","129.738432199614","145.745980756566","150.633812484101","156.915918249342","152.739624546059","140.954580207259","135.796521914069","117.370839587281","103.362423152956","90.4444869015692","81.9621967417907","90.1788624131133","100.674057026916","96.865508300825","",
"Israel","ISR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8581174876962","98.6971906262659","93.8853821642428","94.8340599139242","88.6031902646067","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.4230881304663","77.4636590311685","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jamaica","JAM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138.741327638319","232.832210578933","123.606951339215","112.197175107941","94.6607428923022","83.8611841763719","72.2521952357009","73.7000090787124","81.6705597000984","88.9636436472209","98.3341557109605","117.535033564029","127.777467033609","127.433255587593","122.008068595913","121.00247616654","117.698811478754","112.989990199089","120.339824591656","134.678769793404","136.224334891016","133.978459775192","137.934669887058","135.885094993632","132.413804620781","124.64830084408","122.655678149439","102.463603382541","","92.2464484531468","106.282373001667","","",
"Jordan","JOR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128.794683278404","129.999661933739","152.601096831376","125.609617959016","116.445964243913","105.062888412836","106.234221027771","100.385416463901","101.172590823202","99.9058546631362","93.7109707103206","90.8265631629398","85.0740359140418","88.9183393971254","89.0222348564437","79.9498072958681","72.6249133521929","69.9595261843331","55.0660525842339","59.2214668762727","59.7710843617397","60.4217719904335","65.3506139398579","73.723812248079","77.7139917549107","78.8614496694168","74.071860773415","75.3805020477717","","79.344854253728","76.1760638513532","","",
"Japan","JPN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.8940705476198","38.8540514210138","39.6306840562215","42.8988210970924","55.1119058491208","60.7712223705867","65.410061690325","72.9967174775097","80.4782837717387","90.653794128391","98.9338230693531","102.846758013061","111.876249693267","121.915320879915","127.547629783025","128.207492888471","128.599667918729","132.222046474041","138.574274218025","156.984485342014","160.498098433606","175.567641219028","183.706209324867","186.564297348971","192.112850344345","194.584024044653","193.230290874903","193.487170771309","197.334693183139","198.017084451493","216.062349651927","217.614223906871","",
"Kazakhstan","KAZ","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.52296325134078","8.80131007226425","10.4981138465889","10.8406391538642","12.6469696266918","19.307916061599","16.7694252748762","16.9303582595661","21.9922369362835","18.4830469477519","23.7157605024381","22.4120405815457","",
"Kenya","KEN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kyrgyz Republic","KGZ","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.8893270176244","72.4565575830671","60.4735108680683","60.9182286766387","51.6567858407378","54.2272873305188","72.2322272944266","59.6410109912093","",
"Cambodia","KHM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kiribati","KIR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.2688095806907","92.3085420315927","90.828054331704","92.3212291448103","84.6590647845878","97.046322814295","92.4817072526061","100.754475858695","104.877909576037","103.00959046712","96.8620570510606","67.1021327395416","57.6023096411197","","","","","","","","",
"Korea, Rep.","KOR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.44280156883706","10.242860165184","9.99384594985674","9.20041893348368","8.1789368617001","7.21688976925724","6.86298018400292","8.6798604727881","","","","","","","","","","","","","","","32.4090205799357","34.9298593014974","36.5002640215506","37.4929571097141","38.0655141568922","37.3486351375477","37.5556431793942","39.969480137044","46.4315966423379","49.1570989040175","",
"Kuwait","KWT","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.3932276591596","78.342983484623","70.2216951095069","",
"Lao PDR","LAO","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.9088659793814","106.957053807029","128.641269114899","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.7306088407006","20.3179952529254","","","","","","","","","","",
"Libya","LBY","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.8776806989674","40.0705394190871","50.0329218106996","48.5183795948987","49.5833333333333","52.0352250489237","47.1957374440562","45.2980532065982","41.6345301264286","43.3977023635892","45.8574855086948","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.0722470333807","78.1151259004584","70.2652455292809","",
"Least developed countries: UN classification","LDC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.5806255127663","98.4833957754233","95.3619119503954","96.7978140982655","94.8553232346257","94.6498205974494","92.343984335944","86.105931670321","89.1958239111343","95.1081546127673","96.9040326453759","103.219274149885","105.524990754701","102.270712023476","102.328536698869","90.6049131149854","88.6994841221229","84.9944169483341","","86.063491912486","69.2530251841062","68.5257394060365","66.747235367261","68.353616559854","68.5910423360777","73.5126591623625","","","","","","","",
"Lower middle income","LMC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.5189311724344","41.6919879233494","29.5638938682864","27.1307636752471","32.1837868605272","33.2086316401086","33.0174925369407","33.1374389345869","42.0604324864983","37.368022786851","32.8447149286937","31.5684986302077","2.90222224758367","","",
"Late-demographic dividend","LTE","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.6162474571877","31.0785660449799","32.6930235463493","31.7342072174014","30.522482331338","27.264414958418","26.1317974547178","23.9357313179843","20.8232378679491","17.6895186651757","14.7688796841721","30.7436903314364","41.2261177413734","41.0538558275767","47.1986083994861","44.8359155161308","48.3320102989201","49.6456914528683","47.7416942235485","44.9808577132477","38.9898536371104","42.6406634230483","53.3610198578968","48.9081275074466","",
"Luxembourg","LUX","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.52016078819326","1.95657501786965","2.62215760430915","2.90134514586522","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Macao SAR, China","MAC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.1967599759139","62.0674162757784","70.9378689831812","74.12313156115","69.8259155220588","68.3949152787535","","64.4624151446094","55.0124708272696","55.4449807275504","","","48.4750786240342","","","53.6662965687754","49.574610061588","46.303538079342","41.2851314695619","43.6257434773185","47.0982656724522","51.2263215715338","","","","","","","","","","","",
"Monaco","MCO","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.6286611371025","40.1231820920436","48.0869353115827","82.8327822731422","77.8984533931353","73.0188685605433","60.7746432557048","59.5592506390136","52.5337629892465","51.9542957042957","32.4251035801551","29.1792912365375","23.239565787011","18.4425161310829","27.6322264363496","21.9325612593611","19.7666739342535","20.3471393454785","19.9179521587446","21.0660070666528","23.3135833177914","32.2474466077299","29.6674963417643","27.5107781705941","25.4510119081043","33.9555752157792","32.1187790600053","",
"Madagascar","MDG","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Maldives","MDV","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.7823377634974","35.5734695506425","41.6154638148062","45.5515611288816","44.2117002448663","47.3520580907562","43.0352763629504","39.670387725631","40.9867359654762","40.126298421858","40.8644099852265","31.2308703408131","33.5908378331301","30.3523770936084","27.2730426643921","33.9271150397616","29.5408843071306","29.1842777540108","30.3431523048305","46.1935516743923","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.6268573934833","38.2182364854974","28.1470540238128","20.3751277473288","28.1564317988895","32.4583813750253","25.166017817526","20.6491358972825","22.2436286767288","20.485055142091","19.0694868180981","","","","","","","","","","","","","","","","","","","42.4703731645761","47.1214379083811","46.2927431698504","",
"Marshall Islands","MHL","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.8504758883901","72.1863636092041","69.2158440853676","56.3260024794964","52.6722079577083","53.0092975607652","49.6220094841092","47.6679754291457","48.5815126845892","47.9521356720131","44.1352480710599","41.7083944620308","","","",
"Middle income","MIC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mali","MLI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malta","MLT","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.911699356094","52.9265857269406","56.8779064413714","66.640517062744","69.8052683972446","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.621673383358","41.4415301033198","51.434529837839","37.0712826765271","49.4796320305737","54.6275786922475","71.5753340452053","83.9144976966664","78.41832770873","69.0997980938579","","","","","","","","","","","","","","","","","65.9653147364895","60.8440397176229","73.9367835160754","67.5710143237735","",
"Northern Mariana Islands","MNP","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.2629179302679","78.7751849418814","82.2960592850775","79.5073574616916","101.953541552277","86.2442431118577","",
"Mauritania","MRT","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.650354969574","39.9249411464254","31.9560090496516","30.2257647898028","31.1625445386685","32.8686059430308","35.7506763503128","35.8235591774207","33.5950566069207","31.4104722423048","32.1174433121121","30.1952878006227","39.8174938166736","44.7373479847505","39.0633699371909","41.6926948302421","38.0288957688338","34.6934497337497","33.6988749498688","36.5564718463374","36.7873761596586","35.5204190571818","36.5088808021811","","","","","56.1575177483447","55.3817941113535","57.9616604310028","","","",
"Malawi","MWI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.1151721657444","19.2608300381554","18.8455448350087","28.4619929057621","24.9138891722583","27.9207565041985","27.3346460465678","37.8862077338952","34.2946225694095","41.6950114158995","44.8932535547687","","","",
